Round,Date,HomeTeam,HomeGoals,HomeYellows,HomeReds,HomeSecondYellows,AwayTeam,AwayGoals,AwayYellows,AwayReds,AwaySecondYellows,Referee,RefereeYellows,RefereeReds,Stadium,Location,Attendance
Round 38,21/05/21,Levante,2,0,0,0,Cádiz,2,2,0,0,Javier Estrada Fernandez,5.38,0.25,Ciudad de Valencia,"Valencia, Spain",
Round 38,22/05/21,Celta,2,6,0,0,Betis,3,6,0,1,Jesus Gil Manzano,5.27,0.26,Municipal de Balaidos,"Vigo, Spain",
Round 38,22/05/21,Eibar,0,0,0,0,Barcelona,1,3,0,0,Santiago Jaime Latre,5.58,0.22,Ipurua Municipal Stadium,"Eibar, Spain",
Round 38,22/05/21,Elche,2,3,0,0,Athletic Club,0,0,0,0,Carlos Del Cerro Grande,4.81,0.22,Estadio Martínez Valero,"Elche, Spain",
Round 38,22/05/21,Huesca,0,2,0,0,Valencia,0,1,0,0,Guillermo Cuadra Fernandez,5.03,0.27,El Alcoraz,"Huesca, Spain",
Round 38,22/05/21,Osasuna,0,1,0,0,Real Sociedad,1,0,0,0,Jorge Figueroa Vazquez,4.82,0.36,Estadio El Sadar,"Pamplona, Spain",
Round 38,22/05/21,Real Madrid,2,0,0,0,Villarreal,1,0,0,0,José Luis Munuera Montero,4.75,0.37,Estadio Alfredo di Stefano,"Madrid, Spain",
Round 38,22/05/21,Real Valladolid,1,4,0,0,Atl. Madrid,2,6,0,0,Jose Maria Sanchez Martinez,5.75,0.27,José Zorrilla,"Valladolid, Spain",
Round 38,23/05/21,Granada,0,4,0,0,Getafe,0,2,0,0,David Medie Jimenez,4.94,0.31,Estadio Nuevo Los Carmenes,"Granada, Spain",
Round 38,23/05/21,Sevilla,1,1,0,0,Alavés,0,0,0,0,Isidro Diaz de Mera Escuderos,6.35,0.35,Ramón Sánchez Pizjuán,"Seville, Spain",
Round 37,16/05/21,Athletic Club,0,3,1,0,Real Madrid,1,1,0,0,Antonio Mateu Lahoz,5.18,0.22,San Mamés,"Bilbao, Spain",
Round 37,16/05/21,Atl. Madrid,2,2,0,0,Osasuna,1,2,0,0,Juan Martinez Munuera,4.9,0.19,Cívitas Metropolitano,"Madrid, Spain",
Round 37,16/05/21,Barcelona,1,2,0,1,Celta,2,2,0,0,Ricardo De Burgos Bengoetxea,4.95,0.17,Spotify Camp Nou,"Barcelona, Spain",
Round 37,16/05/21,Cádiz,1,3,0,0,Elche,3,4,0,0,Cesar Soto Grado,5.5,0.2,Estadio Ramon de Carranza,"Cadiz, Spain",
Round 37,16/05/21,Alavés,4,2,0,0,Granada,2,4,0,0,Jose Maria Sanchez Martinez,5.75,0.27,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",
Round 37,16/05/21,Getafe,2,5,1,0,Levante,1,0,0,0,Adrian Cordero Vega,5.32,0.22,Coliseum Alfonso Pérez,"Getafe, Spain",
Round 37,16/05/21,Betis,1,1,0,0,Huesca,0,5,1,0,Pablo Gonzales Fuertes,5.91,0.37,Benito Villamarin,"Seville, Spain",
Round 37,16/05/21,Real Sociedad,4,2,0,0,Real Valladolid,1,4,1,0,Carlos Del Cerro Grande,4.81,0.22,Reale Arena,"San Sebastian, Spain",
Round 37,16/05/21,Valencia,4,0,0,0,Eibar,1,0,0,0,Valentin Pizarro Gomez,5.04,0.33,Mestalla,"Valencia, Spain",2689
Round 37,16/05/21,Villarreal,4,0,0,0,Sevilla,0,2,0,1,Guillermo Cuadra Fernandez,5.03,0.27,Estadio de la Ceramica,"Villarreal, Spain",5000
Round 36,11/5/2021,Osasuna,3,2,0,0,Cádiz,2,2,0,0,Santiago Jaime Latre,5.58,0.22,Estadio El Sadar,"Pamplona, Spain",
Round 36,11/5/2021,Elche,0,2,0,0,Alavés,2,4,0,0,Pablo Gonzales Fuertes,5.91,0.37,Estadio Martínez Valero,"Elche, Spain",
Round 36,11/5/2021,Levante,3,2,0,0,Barcelona,3,2,0,0,José Luis Munuera Montero,4.75,0.37,Ciudad de Valencia,"Valencia, Spain",
Round 36,12/5/2021,Sevilla,1,2,0,0,Valencia,0,2,0,0,Javier Estrada Fernandez,5.38,0.25,Ramón Sánchez Pizjuán,"Seville, Spain",
Round 36,12/5/2021,Celta,1,1,0,0,Getafe,0,3,0,0,Mario Melero Lopez,5.55,0.21,Municipal de Balaidos,"Vigo, Spain",
Round 36,12/5/2021,Huesca,1,0,0,0,Athletic Club,0,1,0,0,Jorge Figueroa Vazquez,4.82,0.36,El Alcoraz,"Huesca, Spain",
Round 36,12/5/2021,Atl. Madrid,2,0,0,0,Real Sociedad,1,0,0,0,Guillermo Cuadra Fernandez,5.03,0.27,Cívitas Metropolitano,"Madrid, Spain",
Round 36,13/05/21,Real Valladolid,0,3,0,0,Villarreal,2,1,0,0,Ricardo De Burgos Bengoetxea,4.95,0.17,José Zorrilla,"Valladolid, Spain",
Round 36,13/05/21,Eibar,1,3,0,0,Betis,1,1,0,0,Isidro Diaz de Mera Escuderos,6.35,0.35,Ipurua Municipal Stadium,"Eibar, Spain",
Round 36,13/05/21,Granada,1,3,0,0,Real Madrid,4,3,0,0,Jesus Gil Manzano,5.27,0.26,Estadio Nuevo Los Carmenes,"Granada, Spain",
Round 35,7/5/2021,Real Sociedad,2,1,0,0,Elche,0,3,1,0,Adrian Cordero Vega,5.32,0.22,Reale Arena,"San Sebastian, Spain",
Round 35,8/5/2021,Alavés,2,2,0,0,Levante,2,1,0,0,Carlos Del Cerro Grande,4.81,0.22,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",
Round 35,8/5/2021,Barcelona,0,3,0,0,Atl. Madrid,0,3,0,0,Antonio Mateu Lahoz,5.18,0.22,Spotify Camp Nou,"Barcelona, Spain",
Round 35,8/5/2021,Cádiz,2,4,0,0,Huesca,1,0,0,0,Alejandro Hernandez,5.51,0.27,Estadio Ramon de Carranza,"Cadiz, Spain",
Round 35,8/5/2021,Athletic Club,2,1,0,0,Osasuna,2,2,0,0,Valentin Pizarro Gomez,5.04,0.33,San Mamés,"Bilbao, Spain",
Round 35,9/5/2021,Getafe,0,1,0,0,Eibar,1,2,0,0,Javier Alberola Rojas,3.7,0.15,Coliseum Alfonso Pérez,"Getafe, Spain",
Round 35,9/5/2021,Valencia,3,0,0,0,Real Valladolid,0,0,0,0,Jesus Gil Manzano,5.27,0.26,Mestalla,"Valencia, Spain",
Round 35,9/5/2021,Villarreal,2,4,2,0,Celta,4,2,0,1,David Medie Jimenez,4.94,0.31,Estadio de la Ceramica,"Villarreal, Spain",
Round 35,9/5/2021,Real Madrid,2,1,0,0,Sevilla,2,2,0,0,Juan Martinez Munuera,4.9,0.19,Estadio Alfredo di Stefano,"Madrid, Spain",
Round 35,10/5/2021,Betis,2,2,0,0,Granada,1,4,0,0,Cesar Soto Grado,5.5,0.2,Benito Villamarin,"Seville, Spain",
Round 34,30/04/21,Celta,2,2,0,0,Levante,0,2,0,0,Santiago Jaime Latre,5.58,0.22,Municipal de Balaidos,"Vigo, Spain",
Round 34,1/5/2021,Eibar,3,0,0,0,Alavés,0,2,0,0,José Luis Munuera Montero,4.75,0.37,Ipurua Municipal Stadium,"Eibar, Spain",
Round 34,1/5/2021,Elche,0,3,0,0,Atl. Madrid,1,3,0,0,Mario Melero Lopez,5.55,0.21,Estadio Martínez Valero,"Elche, Spain",
Round 34,1/5/2021,Huesca,1,2,0,0,Real Sociedad,0,2,0,0,Antonio Mateu Lahoz,5.18,0.22,El Alcoraz,"Huesca, Spain",
Round 34,1/5/2021,Real Madrid,2,0,0,0,Osasuna,0,2,0,0,Guillermo Cuadra Fernandez,5.03,0.27,Estadio Alfredo di Stefano,"Madrid, Spain",
Round 34,2/5/2021,Real Valladolid,1,2,0,0,Betis,1,5,0,0,Valentin Pizarro Gomez,5.04,0.33,José Zorrilla,"Valladolid, Spain",
Round 34,2/5/2021,Villarreal,1,1,0,0,Getafe,0,2,0,0,Javier Estrada Fernandez,5.38,0.25,Estadio de la Ceramica,"Villarreal, Spain",
Round 34,2/5/2021,Granada,0,6,0,1,Cádiz,1,2,0,0,Isidro Diaz de Mera Escuderos,6.35,0.35,Estadio Nuevo Los Carmenes,"Granada, Spain",
Round 34,2/5/2021,Valencia,2,2,0,0,Barcelona,3,1,0,0,Jose Maria Sanchez Martinez,5.75,0.27,Mestalla,"Valencia, Spain",
Round 34,3/5/2021,Sevilla,0,1,0,0,Athletic Club,1,0,0,0,Jesus Gil Manzano,5.27,0.26,Ramón Sánchez Pizjuán,"Seville, Spain",
Round 33,18/04/21,Osasuna,2,2,0,0,Elche,0,1,0,0,Jorge Figueroa Vazquez,4.82,0.36,Estadio El Sadar,"Pamplona, Spain",
Round 33,18/04/21,Real Sociedad,1,3,0,0,Sevilla,2,2,0,0,Santiago Jaime Latre,5.58,0.22,Reale Arena,"San Sebastian, Spain",
Round 33,18/04/21,Atl. Madrid,5,0,0,0,Eibar,0,1,0,0,Cesar Soto Grado,5.5,0.2,Cívitas Metropolitano,"Madrid, Spain",
Round 33,18/04/21,Alavés,1,1,0,0,Huesca,0,2,0,0,Alejandro Hernandez,5.51,0.27,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",
Round 33,18/04/21,Cádiz,0,0,0,0,Celta,0,1,0,0,Pablo Gonzales Fuertes,5.91,0.37,Estadio Ramon de Carranza,"Cadiz, Spain",
Round 33,18/04/21,Betis,2,3,0,0,Valencia,2,1,0,0,Javier Alberola Rojas,3.7,0.15,Benito Villamarin,"Seville, Spain",
Round 33,18/04/21,Getafe,0,3,0,0,Real Madrid,0,1,0,0,Jose Maria Sanchez Martinez,5.75,0.27,Coliseum Alfonso Pérez,"Getafe, Spain",
Round 33,18/04/21,Levante,1,2,0,0,Villarreal,5,1,0,0,Ricardo De Burgos Bengoetxea,4.95,0.17,Ciudad de Valencia,"Valencia, Spain",
Round 33,28/04/21,Athletic Club,2,1,0,0,Real Valladolid,2,1,0,0,Adrian Cordero Vega,5.32,0.22,San Mamés,"Bilbao, Spain",
Round 33,29/04/21,Barcelona,1,0,0,0,Granada,2,4,0,0,Pablo Gonzales Fuertes,5.91,0.37,Spotify Camp Nou,"Barcelona, Spain",
Round 32,24/04/21,Elche,1,3,0,0,Levante,0,4,0,0,David Medie Jimenez,4.94,0.31,Estadio Martínez Valero,"Elche, Spain",
Round 32,24/04/21,Real Valladolid,1,1,0,0,Cádiz,1,3,0,0,Javier Alberola Rojas,3.7,0.15,José Zorrilla,"Valladolid, Spain",
Round 32,24/04/21,Valencia,1,4,0,0,Alavés,1,0,1,0,Guillermo Cuadra Fernandez,5.03,0.27,Mestalla,"Valencia, Spain",
Round 32,24/04/21,Real Madrid,0,1,0,0,Betis,0,2,0,0,Javier Estrada Fernandez,5.38,0.25,Estadio Alfredo di Stefano,"Madrid, Spain",
Round 32,25/04/21,Huesca,0,2,0,0,Getafe,2,4,0,0,Juan Martinez Munuera,4.9,0.19,El Alcoraz,"Huesca, Spain",
Round 32,25/04/21,Villarreal,1,2,1,0,Barcelona,2,3,0,0,Carlos Del Cerro Grande,4.81,0.22,Estadio de la Ceramica,"Villarreal, Spain",
Round 32,25/04/21,Celta,2,1,0,0,Osasuna,1,4,0,0,Cesar Soto Grado,5.5,0.2,Municipal de Balaidos,"Vigo, Spain",
Round 32,25/04/21,Sevilla,2,2,0,0,Granada,1,3,0,0,Ricardo De Burgos Bengoetxea,4.95,0.17,Ramón Sánchez Pizjuán,"Seville, Spain",
Round 32,25/04/21,Athletic Club,2,4,0,0,Atl. Madrid,1,2,0,0,Pablo Gonzales Fuertes,5.91,0.37,San Mamés,"Bilbao, Spain",
Round 32,26/04/21,Eibar,0,5,0,0,Real Sociedad,1,1,0,0,Jorge Figueroa Vazquez,4.82,0.36,Ipurua Municipal Stadium,"Eibar, Spain",
Round 31,21/04/21,Levante,0,4,0,0,Sevilla,1,1,0,0,Valentin Pizarro Gomez,5.04,0.33,Ciudad de Valencia,"Valencia, Spain",
Round 31,21/04/21,Osasuna,3,1,0,0,Valencia,1,2,0,0,Mario Melero Lopez,5.55,0.21,Estadio El Sadar,"Pamplona, Spain",
Round 31,21/04/21,Betis,0,3,1,0,Athletic Club,0,2,0,0,David Medie Jimenez,4.94,0.31,Benito Villamarin,"Seville, Spain",
Round 31,21/04/21,Alavés,2,2,0,0,Villarreal,1,1,0,0,Adrian Cordero Vega,5.32,0.22,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",
Round 31,21/04/21,Elche,1,5,0,0,Real Valladolid,1,3,0,0,Jose Maria Sanchez Martinez,5.75,0.27,Estadio Martínez Valero,"Elche, Spain",
Round 31,21/04/21,Cádiz,0,4,0,0,Real Madrid,3,3,0,0,Antonio Mateu Lahoz,5.18,0.22,Estadio Ramon de Carranza,"Cadiz, Spain",
Round 31,22/04/21,Atl. Madrid,2,2,0,0,Huesca,0,0,0,0,José Luis Munuera Montero,4.75,0.37,Cívitas Metropolitano,"Madrid, Spain",
Round 31,22/04/21,Granada,4,1,0,0,Eibar,1,1,0,0,Santiago Jaime Latre,5.58,0.22,Estadio Nuevo Los Carmenes,"Granada, Spain",
Round 31,22/04/21,Real Sociedad,2,4,0,0,Celta,1,5,0,0,Jesus Gil Manzano,5.27,0.26,Reale Arena,"San Sebastian, Spain",
Round 31,22/04/21,Barcelona,5,2,0,0,Getafe,2,0,0,0,Jorge Figueroa Vazquez,4.82,0.36,Spotify Camp Nou,"Barcelona, Spain",
Round 30,9/4/2021,Huesca,3,2,0,0,Elche,1,2,0,0,Javier Alberola Rojas,3.7,0.15,El Alcoraz,"Huesca, Spain",
Round 30,10/4/2021,Getafe,0,3,0,0,Cádiz,1,2,0,0,Ricardo De Burgos Bengoetxea,4.95,0.17,Coliseum Alfonso Pérez,"Getafe, Spain",
Round 30,10/4/2021,Athletic Club,0,2,0,0,Alavés,0,2,0,0,Mario Melero Lopez,5.55,0.21,San Mamés,"Bilbao, Spain",
Round 30,10/4/2021,Eibar,0,3,0,0,Levante,1,2,0,0,Javier Estrada Fernandez,5.38,0.25,Ipurua Municipal Stadium,"Eibar, Spain",
Round 30,10/4/2021,Real Madrid,2,2,0,1,Barcelona,1,4,0,0,Jesus Gil Manzano,5.27,0.26,Estadio Alfredo di Stefano,"Madrid, Spain",
Round 30,11/4/2021,Villarreal,1,0,0,0,Osasuna,2,0,0,0,José Luis Munuera Montero,4.75,0.37,Estadio de la Ceramica,"Villarreal, Spain",
Round 30,11/4/2021,Valencia,2,5,1,0,Real Sociedad,2,4,0,0,Valentin Pizarro Gomez,5.04,0.33,Mestalla,"Valencia, Spain",
Round 30,11/4/2021,Real Valladolid,1,4,0,0,Granada,2,2,0,0,Carlos Del Cerro Grande,4.81,0.22,José Zorrilla,"Valladolid, Spain",
Round 30,11/4/2021,Betis,1,0,0,0,Atl. Madrid,1,0,0,0,Guillermo Cuadra Fernandez,5.03,0.27,Benito Villamarin,"Seville, Spain",
Round 30,12/4/2021,Celta,3,3,0,0,Sevilla,4,2,0,0,Alejandro Hernandez,5.51,0.27,Municipal de Balaidos,"Vigo, Spain",
