Round,Date,HomeTeam,HomeGoals,HomeYellows,HomeReds,HomeSecondYellows,AwayTeam,AwayGoals,AwayYellows,AwayReds,AwaySecondYellows,Referee,RefereeYellows,RefereeReds,Stadium,Location,Attendance
Round 5,23/09/14,Celta,2,3,0,0,Deportivo,1,3,0,0,Carlos Del Cerro Grande,4.81,0.22,Municipal de Balaidos,"Vigo, Spain",23811
Round 5,24/09/14,Almería,0,3,0,0,Atl. Madrid,1,6,0,0,Jesus Gil Manzano,5.27,0.26,Estadio del Mediterráneo,"Almeria, Spain",11863
Round 5,24/09/14,Eibar,1,4,0,0,Villarreal,1,4,0,0,Fernando Teixeira Vitienes,5.79,0.44,Ipurua Municipal Stadium,"Eibar, Spain",4231
Round 5,24/09/14,Rayo Vallecano,2,2,0,0,Athletic Club,1,2,0,0,Mario Melero Lopez,5.55,0.21,Estadio de Vallecas,"Madrid, Spain",11040
Round 5,24/09/14,Granada,0,2,0,0,Levante,1,6,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Estadio Nuevo Los Carmenes,"Granada, Spain",15731
Round 5,24/09/14,Málaga,0,2,0,0,Barcelona,0,2,0,0,Alejandro Hernandez,5.51,0.27,La Rosaleda,"Malaga, Spain",24821
Round 5,24/09/14,Sevilla,1,6,0,0,Real Sociedad,0,2,0,0,Antonio Mateu Lahoz,5.18,0.22,Ramón Sánchez Pizjuán,"Seville, Spain",29456
Round 5,25/09/14,Espanyol,2,1,0,0,Getafe,0,2,0,0,David Fernandez Borbalan,5.63,0.31,RCDE Stadium,"Cornella, Spain",50000
Round 5,25/09/14,Valencia,3,1,0,0,Córdoba,0,3,0,0,Inaki Vicandi Garrido,4.39,0.32,Mestalla,"Valencia, Spain",36000
Round 4,19/09/14,Elche,0,2,0,0,Eibar,2,1,0,0,Santiago Jaime Latre,5.58,0.22,Estadio Martínez Valero,"Elche, Spain",22474
Round 4,20/09/14,Deportivo,2,1,0,0,Real Madrid,8,1,0,0,Pedro Jesus Perez Montero,5.26,0.25,Riazor,"La Coruna, Spain",27685
Round 4,20/09/14,Athletic Club,0,2,0,0,Granada,1,4,0,0,Jose Antonio Teixeira Vitienes,6.56,0.44,San Mamés,"Bilbao, Spain",48000
Round 4,20/09/14,Atl. Madrid,2,1,0,0,Celta,2,3,0,0,Juan Martinez Munuera,4.9,0.19,Vicente Calderón,"Madrid, Spain",47000
Round 4,20/09/14,Espanyol,2,3,0,0,Málaga,2,4,0,0,Ignacio Iglesias Villanueva,5.62,0.35,RCDE Stadium,"Cornella, Spain",
Round 4,21/09/14,Real Sociedad,1,1,0,0,Almería,2,7,0,1,Javier Estrada Fernandez,5.38,0.25,Reale Arena,"San Sebastian, Spain",
Round 4,21/09/14,Villarreal,4,2,0,0,Rayo Vallecano,2,2,0,0,Eduardo Prieto Iglesias,4.81,0.21,Estadio de la Ceramica,"Villarreal, Spain",15050
Round 4,21/09/14,Córdoba,1,6,0,0,Sevilla,3,2,0,0,Carlos Velasco Carballo,5.42,0.29,Estadio Nuevo Arcángel,"Cordoba, Spain",17023
Round 4,21/09/14,Levante,0,1,1,0,Barcelona,5,2,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Ciudad de Valencia,"Valencia, Spain",22177
Round 4,22/09/14,Getafe,0,6,0,0,Valencia,3,2,0,1,Alberto Undiano,4.53,0.14,Coliseum Alfonso Pérez,"Getafe, Spain",6000
Round 3,12/9/2014,Almería,1,4,0,0,Córdoba,1,4,0,0,Fernando Teixeira Vitienes,5.79,0.44,Estadio del Mediterráneo,"Almeria, Spain",14500
Round 3,13/09/14,Barcelona,2,1,0,0,Athletic Club,0,1,0,0,David Fernandez Borbalan,5.63,0.31,Spotify Camp Nou,"Barcelona, Spain",80181
Round 3,13/09/14,Málaga,0,1,0,0,Levante,0,2,0,0,Jesus Gil Manzano,5.27,0.26,La Rosaleda,"Malaga, Spain",19210
Round 3,13/09/14,Real Madrid,1,4,0,0,Atl. Madrid,2,7,0,0,Antonio Mateu Lahoz,5.18,0.22,Santiago Bernabéu,"Madrid, Spain",85253
Round 3,13/09/14,Celta,2,1,0,0,Real Sociedad,2,5,0,0,Alejandro Hernandez,5.51,0.27,Municipal de Balaidos,"Vigo, Spain",19385
Round 3,14/09/14,Rayo Vallecano,2,2,0,0,Elche,3,2,0,0,Inaki Vicandi Garrido,4.39,0.32,Estadio de Vallecas,"Madrid, Spain",9521
Round 3,14/09/14,Valencia,3,1,0,0,Espanyol,1,1,0,0,Carlos Clos Gomez,5.33,0.3,Mestalla,"Valencia, Spain",42141
Round 3,14/09/14,Sevilla,2,2,0,0,Getafe,0,6,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Ramón Sánchez Pizjuán,"Seville, Spain",32643
Round 3,14/09/14,Granada,0,3,0,0,Villarreal,0,2,0,0,Carlos Del Cerro Grande,4.81,0.22,Estadio Nuevo Los Carmenes,"Granada, Spain",16272
Round 3,15/09/14,Eibar,0,0,0,0,Deportivo,1,5,0,0,Mario Melero Lopez,5.55,0.21,Ipurua Municipal Stadium,"Eibar, Spain",4522
Round 2,29/08/14,Getafe,1,3,0,0,Almería,0,2,0,0,Santiago Jaime Latre,5.58,0.22,Coliseum Alfonso Pérez,"Getafe, Spain",6000
Round 2,29/08/14,Valencia,3,1,0,0,Málaga,0,2,1,0,Javier Estrada Fernandez,5.38,0.25,Mestalla,"Valencia, Spain",41550
Round 2,30/08/14,Athletic Club,3,1,0,0,Levante,0,4,0,0,Pedro Jesus Perez Montero,5.26,0.25,San Mamés,"Bilbao, Spain",48300
Round 2,30/08/14,Córdoba,1,1,0,0,Celta,1,4,0,0,Jose Antonio Teixeira Vitienes,6.56,0.44,Estadio Nuevo Arcángel,"Cordoba, Spain",15892
Round 2,30/08/14,Atl. Madrid,2,3,0,0,Eibar,1,0,0,0,Eduardo Prieto Iglesias,4.81,0.21,Vicente Calderón,"Madrid, Spain",48000
Round 2,31/08/14,Espanyol,1,4,0,0,Sevilla,2,2,0,0,Alberto Undiano,4.53,0.14,RCDE Stadium,"Cornella, Spain",16490
Round 2,31/08/14,Villarreal,0,0,0,0,Barcelona,1,2,0,0,Carlos Velasco Carballo,5.42,0.29,Estadio de la Ceramica,"Villarreal, Spain",21200
Round 2,31/08/14,Deportivo,2,4,0,0,Rayo Vallecano,2,6,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Riazor,"La Coruna, Spain",18453
Round 2,31/08/14,Real Sociedad,4,1,0,0,Real Madrid,2,2,0,0,Juan Martinez Munuera,4.9,0.19,Reale Arena,"San Sebastian, Spain",27879
Round 2,1/9/2014,Elche,1,4,0,0,Granada,1,4,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Estadio Martínez Valero,"Elche, Spain",20025
Round 1,23/08/14,Málaga,1,3,2,0,Athletic Club,0,3,0,0,Antonio Mateu Lahoz,5.18,0.22,La Rosaleda,"Malaga, Spain",24035
Round 1,23/08/14,Granada,2,1,0,0,Deportivo,1,3,0,0,Inaki Vicandi Garrido,4.39,0.32,Estadio Nuevo Los Carmenes,"Granada, Spain",
Round 1,23/08/14,Sevilla,1,4,0,0,Valencia,1,2,1,0,Carlos Del Cerro Grande,4.81,0.22,Ramón Sánchez Pizjuán,"Seville, Spain",29352
Round 1,24/08/14,Almería,1,3,0,0,Espanyol,1,3,0,1,Alejandro Hernandez,5.51,0.27,Estadio del Mediterráneo,"Almeria, Spain",9872
Round 1,24/08/14,Eibar,1,4,0,0,Real Sociedad,0,1,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Ipurua Municipal Stadium,"Eibar, Spain",4600
Round 1,24/08/14,Barcelona,3,0,1,0,Elche,0,1,0,0,Fernando Teixeira Vitienes,5.79,0.44,Spotify Camp Nou,"Barcelona, Spain",
Round 1,24/08/14,Celta,3,4,0,0,Getafe,1,1,0,0,Mario Melero Lopez,5.55,0.21,Municipal de Balaidos,"Vigo, Spain",
Round 1,25/08/14,Levante,0,1,0,0,Villarreal,2,3,0,0,David Fernandez Borbalan,5.63,0.31,Ciudad de Valencia,"Valencia, Spain",
Round 1,25/08/14,Real Madrid,2,1,0,0,Córdoba,0,2,0,0,Jesus Gil Manzano,5.27,0.26,Santiago Bernabéu,"Madrid, Spain",70356
Round 1,25/08/14,Rayo Vallecano,0,2,0,0,Atl. Madrid,0,2,0,0,Carlos Clos Gomez,5.33,0.3,Estadio de Vallecas,"Madrid, Spain",11070
